Date,Crossing ID #,Start Time,Group,Time of Crossing:,ID,Age/Sex/Class,Cross Gait,Mid Cross Behavior,Cross Complete?,Post Cross Food Behavior,Post Cross Other Behavior,Notes
08/05/25,51106,16:05:00,C1,16:16:50,Azzam,SM,RN,NA,C,NA,AB,threatun us/charge
08/05/25,51107,16:05:00,C1,16:17:00,U,J,WK,MST,I,NA,NA,went out after Azzam 51106
08/05/25,51108,16:05:00,C1,16:17:00,U,J,WK,MST,I,NA,NA,
08/05/25,51109,16:05:00,C1,16:17:00,U,J,WK,MST,I,NA,NA,
08/05/25,51110,16:05:00,C1,16:22:20,U,J,RN,"MST,FE",I,NA,NA,
08/05/25,51111,16:05:00,C1,16:23:40,U,AF,BWK,NA,C,MV,NA,car stopped
08/05/25,51112,16:05:00,C1,16:24:00,U,AF,RN,NA,C,MV,MO,
08/05/25,51113,16:05:00,C1,16:24:00,U,AF,RN,NA,C,MV,MO,
08/05/25,51114,16:05:00,C1,16:24:00,U,J,RN,NA,C,MV,MO,
08/06/25,60101,8:30:00,C1,8:32:37,Atlas,AM,WK,NA,C,NA,SU,"su road, standing"
08/06/25,60102,8:30:00,C1,8:32:37,U,AF,WK,NA,C,NA,RE,
08/06/25,60103,8:30:00,C1,8:32:40,Azzam,SM,RN,NA,C,NA,MO,
08/06/25,60104,8:30:00,C1,8:32:40,U,J,RN,NA,C,NA,MO,following Azzam
08/06/25,60105,8:30:00,C1,8:34:30,U,J,RN,NA,C,NA,MO,
08/06/25,60106,8:30:00,C1,8:34:30,U,AF+I,RN,NA,C,NA,RE,
08/06/25,60107,8:30:00,C1,8:35:02,U,J,RN,NA,C,NA,PL,
08/06/25,60108,8:30:00,C1,8:35:02,U,J,RN,NA,C,NA,PL,
08/06/25,60109,8:30:00,C1,8:35:02,U,AF+I,RN,TC,C,NA,NA,
08/06/25,60110,8:30:00,C1,8:36:00,U,AF,RN,NA,C,NA,MO,
08/06/25,60111,8:30:00,C1,8:36:00,U,J,RN,NA,C,NA,RE,
08/06/25,60112,8:30:00,C1,8:36:00,U,SF,RN,NA,C,NA,SU,
08/06/25,60113,8:30:00,C1,8:36:46,U,AF,RN,NA,C,NA,MO,folllow group
08/06/25,60114,8:30:00,C1,8:36:46,U,AF,RN,NA,C,NA,MO,follow group
08/06/25,60115,8:30:00,C1,8:37:45,U,J,RN,NA,C,NA,RE,
08/06/25,60116,8:30:00,C1,8:37:45,U,J,RN,NA,C,NA,RE,
08/06/25,60117,8:30:00,C1,8:37:45,U,J,BWK,TC,C,FO,RE,
08/06/25,60118,8:30:00,C1,8:38:49,U,J,RN,NA,C,NA,"MO, SG",
08/06/25,60119,8:30:00,C1,8:39:01,U,J,RN,NA,C,NA,MO,
08/06/25,60120,8:30:00,C1,8:40:35,U,AF+I,RN,NA,C,NA,RE,
08/06/25,60121,8:30:00,C1,8:40:38,U,J,RN,NA,C,NA,"MO,RE",
08/06/25,60122,8:30:00,C1,8:40:38,U,J,RN,NA,C,NA,"MO, AG",
08/06/25,60123,8:30:00,C1,8:40:59,U,J,RN,NA,C,NA,"MO, SU",
08/06/25,60124,8:30:00,C1,8:41:34,Shealy,SF,WK,NA,C,NA,"MO, SU",
08/06/25,60125,8:30:00,C1,8:42:40,U,AF,WK,NA,C,NA,SU,
08/06/25,60126,8:30:00,C1,8:44:41,U,J,WK,"MST, FE",I,NA,NA,
08/06/25,60127,8:30:00,C1,8:48:10,U,AF,WK,TC,C,NA,SU,
08/06/25,60128,8:30:00,C1,8:48:12,U,J,RN,NA,C,NA,PL,
08/06/25,60129,8:30:00,C1,8:48:12,U,J,RN,NA,C,NA,PL,
08/06/25,60130,8:30:00,C1,8:48:47,U,J,RN,NA,C,NA,RE,
08/06/25,60201,10:25:00,C2,10:29:09,Vega,U,WK,NA,I,NA,NA,more of group comes onto foliage by roadside at 10:26-10:27 approx.
08/06/25,60202,10:25:00,C2,10:30:54,U,SF,BWK,MST,I,NA,NA,
08/06/25,60203,10:25:00,C2,10:34:29,Awal,U,RN,NA,I,NA,NA,
08/06/25,60204,10:25:00,C2,10:34:29,U,AF,RN,NA,I,NA,NA,AF 60204 chase Awal 60203
08/06/25,60205,10:25:00,C2,10:36:08,U,AF,RN,"MST, FO",I,NA,NA,
08/06/25,60206,10:25:00,C2,10:36:18,Gris,U,WK,NA,C,NA,MO,
08/06/25,60207,10:25:00,C2,10:37:23,Reggie,AM,WK,NA,C,NA,RE,injured arm
08/06/25,60208,10:25:00,C2,10:37:46,Vega,U,WK,TC,C,NA,MO,
08/06/25,60209,10:25:00,C2,10:37:46,Pala,AF,WK,TC,C,NA,MO,
08/06/25,60210,10:25:00,C2,10:40:21,U,AM,WK,NA,I,NA,NA,
08/06/25,60211,10:25:00,C2,10:40:21,U,AM,RN,NA,I,NA,NA,
08/06/25,60212,10:25:00,C2,10:40:21,U,AF,WK,NA,I,NA,NA,
08/06/25,60213,10:25:00,C2,10:41:12,Reggie,AM,WK,MST,I,NA,NA,injured arm
08/06/25,60301,15:04:00,B,15:04:16,Abu,SM,WK,TC,C,NA,NA,
08/06/25,60302,15:04:00,B,15:04:16,U,J,WK,TC,C,NA,SU,
08/06/25,60303,15:04:00,B,15:06:00,U,SM,WK,NA,C,NA,RE,
08/06/25,60304,15:04:00,B,15:06:10,U,J,BWK,NA,C,NA,PL,
08/06/25,60305,15:04:00,B,15:06:10,Pado,AM,WK,NA,C,NA,RE,
08/06/25,60306,15:04:00,B,15:07:45,Abu,SM,BWK,MST,C,NA,SG,
08/06/25,60307,15:04:00,B,15:08:36,U,J,WK,"MST, TC",C,FO,NA,in road for over 1 min
08/06/25,60308,15:04:00,B,15:10:04,Korra,AF,BWK,NA,C,NA,SU,su road
08/06/25,60309,15:04:00,B,15:10:06,Hantu,AM,WK,NA,C,NA,SU,su road
08/06/25,60310,15:04:00,B,15:12:30,Abu,SM,WK,NA,C,NA,MO,
08/06/25,60311,15:04:00,B,15:13:00,Korra,AF,WK,NA,C,NA,RE,
08/06/25,60312,15:04:00,B,15:13:00,Chimp,AM,WK,NA,C,NA,RE,with Korra
08/06/25,60313,15:04:00,B,15:13:22,U,J,WK,NA,C,NA,MO,
08/06/25,60314,15:04:00,B,15:13:22,U,J,WK,NA,C,NA,MO,
08/06/25,60315,15:04:00,B,15:15:24,Caca,AF+I,BWK,NA,C,NA,RE,
08/06/25,60316,15:04:00,B,15:15:30,Chimp,AM,WK,NA,C,NA,RE,
08/06/25,60317,15:04:00,B,15:15:30,Korra,AF,WK,NA,C,NA,SU,su road
08/06/25,60318,15:04:00,B,15:33:00,U,J,WK,NA,C,NA,MO,
08/06/25,60319,15:04:00,B,15:18:48,Afwan,SM,WK,NA,C,NA,RE,
08/06/25,60320,15:04:00,B,15:19:12,U,J,WK,NA,C,NA,MO,
08/06/25,60321,15:04:00,B,15:19:12,Hantu,AM,WK,NA,C,NA,SU,su conspecifics
08/06/25,60322,15:04:00,B,15:20:50,Rimba,SM,RN,NA,C,NA,MO,
08/06/25,60323,15:04:00,B,15:21:10,U,AF,BWK,NA,C,NA,RE,
08/06/25,60324,15:04:00,B,15:21:19,Rimba,SM,RN,NA,C,NA,MO,
08/06/25,60325,15:04:00,B,15:21:24,Chimp,AM,WK,TC,C,NA,SU,
08/06/25,60326,15:04:00,B,15:21:45,U,AF,WK,TC,C,NA,RE,
08/06/25,60327,15:04:00,B,15:21:45,Rimba,SM,RN,NA,C,NA,RE,
08/06/25,60328,15:04:00,B,15:22:06,Rimba,SM,BWK,TC,C,MV,NA,VH stopped
08/06/25,60329,15:04:00,B,15:22:10,Hantu,AM,WK,MST,I,NA,NA,VH stopped
08/06/25,60330,15:04:00,B,15:23:06,Hantu,AM,WK,NA,C,NA,SU,
08/06/25,60331,15:04:00,B,15:23:10,Rimba,SM,RN,MST,I,NA,NA,Rimba 60331 chase Loko 60332
08/06/25,60332,15:04:00,B,15:23:10,Loko,SF,RN,MST,I,NA,NA,
08/06/25,60401,15:35:30,B,15:36:05,Toofan,AM,RN,NA,C,NA,MO,
08/06/25,60402,15:35:30,B,15:36:11,U,J, ,NA,C,FE,NA,
08/06/25,60403,15:35:30,B,15:37:01,U,J,BWK,NA,C,NA,"MO, PL",
08/06/25,60404,15:35:30,B,15:38:46,Rimba,SM,WK,NA,C,NA,MO,
08/06/25,60405,15:35:30,B,15:44:36,Loko,SF,BWK,TC,C,NA,SU,su road
08/06/25,60406,15:35:30,B,15:45:38,Korra,AF,BWK,"MST, FE",I,NA,NA,PO thrown in road
08/06/25,60407,15:35:30,B,15:45:40,Afwan,SM,WK,NA,C,NA,MO,
08/06/25,60408,15:35:30,B,15:47:59,U,J,RN,NA,C,NA,MO,
08/06/25,60409,15:35:30,B,15:48:08,U,J,WK,TC,C,NA,MO,
08/06/25,60410,15:35:30,B,15:48:32,U,J,WK,MST,I,NA,NA,
08/06/25,60411,15:35:30,B,15:50:45,U,J,WK,NA,C,NA,PL,
08/06/25,60412,15:35:30,B,15:50:45,U,J,WK,NA,C,NA,PL,
08/06/25,60413,15:35:30,B,15:50:45,Afwan,SM,WK,NA,C,OS,OS,
08/06/25,60414,15:35:30,B,15:52:22,U,J,RN,NA,C,FE,NA,
08/06/25,60415,15:35:30,B,15:52:29,U,J,BWK,"PL, MST",I,NA,NA,
08/06/25,60416,15:35:30,B,15:52:29,U,J,BWK,"PL, MST",C,NA,PL,
08/06/25,60417,15:35:30,B,15:52:29,Loko,SF,WK,MST,C,FO,NA,
08/06/25,60501,16:05:00,B,16:05:18,U,SF,BWK,NA,C,NA,MO,
08/06/25,60502,16:05:00,B,16:05:18,U,AM,WK,MST,I,NA,NA,
08/06/25,60503,16:05:00,B,16:05:55,Abu,SM,BWK,NA,C,NA,SU,su forest
08/06/25,60504,16:05:00,B,16:07:25,U,J,WK,NA,C,NA,RE,
08/06/25,60505,16:05:00,B,16:08:20,U,J,WK,TC,C,NA,RE,
08/06/25,60506,16:05:00,B,16:10:26,U,J,WK,"TC, MST",C,FO,NA,MST when VH pass
08/06/25,60507,16:05:00,B,16:11:26,U,J,WK,"MST, FE",C,NA,RE,
08/06/25,60508,16:05:00,B,16:12:05,Abu,SM,WK,TC,C,NA,SG,
08/06/25,60509,16:05:00,B,16:12:32,Loko,SF,RN,TC,C,NA,MO,
08/06/25,60510,16:05:00,B,16:12:32,U,J,RN,NA,C,FO,NA,
08/06/25,60511,16:05:00,B,16:12:45,U,J,BWK,NA,C,NA,RE,
08/06/25,60512,16:05:00,B,16:13:32,Yogi,SF,RN,NA,C,NA,MO,
08/06/25,60513,16:05:00,B,16:13:32,U,J,RN,NA,C,NA,MO,
08/06/25,60514,16:05:00,B,16:13:52,Pado,AM,WK,NA,C,NA,SU,su road
08/06/25,60515,16:05:00,B,16:13:52,Afwan,SM,WK,MST,C,NA,SU,"su road, attack VH"
08/06/25,60516,16:05:00,B,16:15:57,U,J,RN,NA,C,NA,MO,
08/06/25,60517,16:05:00,B,16:16:17,Abu,SM,RN,"MST, SG",C,NA,RE,
08/06/25,60518,16:05:00,B,16:16:55,Misses,SF,BWK,"TC, MST",C,NA,SG,
08/06/25,60519,16:05:00,B,16:17:11,U,AF,WK,NA,C,NA,RE,
08/06/25,60520,16:05:00,B,16:17:28,Chimp,AM,WK,MST,I,NA,NA,altercation occuring on other side of road
08/06/25,60521,16:05:00,B,16:18:20,Chimp,AM,WK,MST,I,NA,NA,after loud calling
08/06/25,60522,16:05:00,B,16:18:40,Misses,SF,BWK,TC,C,NA,MO,
08/06/25,60523,16:05:00,B,16:21:24,Korra,AF,BWK,NA,C,NA,"RE, AG",greet baby
08/06/25,60524,16:05:00,B,16:22:26,Korra,AF,BWK,NA,C,NA,MO,
08/06/25,60525,16:05:00,B,16:22:26,Misses,SF,WK,NA,C,NA,SU,su forest
08/06/25,60526,16:05:00,B,16:24:01,Abu,SM,BWK,NA,C,NA,SU,
08/06/25,60601,16:35:00,B,16:38:13,Caca,AF+I,RN,NA,C,NA,MO,
08/06/25,60602,16:35:00,B,16:38:20,U,J,"WK,RN",NA,C,NA,SU,su road
08/06/25,60603,16:35:00,B,16:42:44,Afwan,SM,RN,NA,C,NA,RE,group heads into forest + down road at approx 16:38:00 - 16:39:00 towards rest of group
08/06/25,60604,16:35:00,B,16:43:27,U,J,WK,NA,C,NA,PL,
08/06/25,60605,16:35:00,B,16:44:55,Misses,SF,WK,NA,C,NA,"SG, RE",
08/06/25,60606,16:35:00,B,16:46:41,Chimp,AM,"RN, WK",NA,C,NA,SU,
08/06/25,60607,16:35:00,B,16:47:45,Hantu,AM,RN,NA,C,NA,MO,while vocalizing
08/06/25,60608,16:35:00,B,16:48:20,Betti,AF,RN,MST,C,OS,OS,
08/06/25,60609,16:35:00,B,16:49:24,Pado,AM,WK,MST,I,NA,NA,
08/06/25,60610,16:35:00,B,16:49:40,U,J,WK,NA,C,OS,OS,sitting
08/06/25,60611,16:35:00,B,16:51:29,U,J,RN,NA,C,NA,PL,w/ Misses
08/06/25,60612,16:35:00,B,16:52:00,Caca,AF+I,BWK,TC,C,NA,RE,
08/06/25,60613,16:35:00,B,16:52:00,U,J,BWK,NA,C,NA,MO,
08/06/25,60614,16:35:00,B,16:52:29,Rimba,SM,WK,MST,I,OS,OS,
08/06/25,60615,16:35:00,B,16:53:02,Hantu,AM,WK,TC,C,NA,SU,su road
08/06/25,60616,16:35:00,B,16:53:12,U,J,DR,NA,C,NA,MO,ran into forest
08/06/25,60617,16:35:00,B,16:53:12,U,J,DR,NA,C,NA,MO,ran into forest
08/07/25,70101,12:25:00,C2,12:25:01,U,AF+I,BWK,TC,C,NA,RE,
08/07/25,70102,12:25:00,C2,12:26:00,U,J,BWK,NA,C,NA,RE,car stopped
08/07/25,70103,12:25:00,C2,12:26:00,U,AM,BWK,NA,C,OS,OS,car still stopped
08/07/25,70104,12:25:00,C2,12:26:09,U,AF,RN,NA,C,NA,SU,car still stopped
08/07/25,70105,12:25:00,C2,12:26:22,U,AF+I,RN,TC,C,NA,RE,cross toward car
08/07/25,70106,12:25:00,C2,12:26:22,U,AM,WK,NA,C,NA,MO,cross toward car
08/07/25,70107,12:25:00,C2,12:27:08,U,AF+I,BWK,NA,C,NA,SU,cross toward car
08/07/25,70108,12:25:00,C2,12:27:21,U,J,RN,NA,C,MV,NA,cross toward car
08/07/25,70109,12:25:00,C2,12:27:56,Reggie,AM,RN,TC,C,NA,MO,
08/07/25,70110,12:25:00,C2,12:30:27,Reggie,AM,WK,NA,C,NA,SU,su road; same car stopped for entirety of sample
08/07/25,70201,12:55:00,C2,12:58:28,U,AM,WK,MST,I,NA,NA,
08/07/25,70202,12:55:00,C2,13:03:54,U,AF,WK,"MST, TC",C,NA,MO,
08/07/25,70203,12:55:00,C2,13:05:16,U,AM,RN,NA,C,NA,OS,moving towards forest
08/07/25,70204,12:55:00,C2,13:11:16,U,SM,WK,MST,I,NA,NA,some of group move to karst/trees at 11:08
08/07/25,70301,13:25:00,B,13:28:57,Chimp,AM,WK,MST,C,NA,MO,
08/07/25,70302,13:25:00,B,13:31:20,Afwan,SM,WK,"MST, FE",C,FE,MO,
08/07/25,70303,13:25:00,B,13:32:09,U,J,RN,"MST, PL",I,NA,NA,
08/07/25,70304,13:25:00,B,13:32:09,U,J,WK,MST,C,OS,OS,
08/07/25,70305,13:25:00,B,13:32:45,Afwan,SM,WK,NA,C,OS,OS,
08/07/25,70306,13:25:00,B,13:33:30,Loko,SM,WK,NA,OS,OS,OS,
08/07/25,70307,13:25:00,B,13:33:37,U,J,WK,NA,C,FE,NA,
08/07/25,70308,13:25:00,B,13:33:58,Misses,SF,WK,NA,C,FE,NA,
08/07/25,70309,13:25:00,B,13:33:58,Rusak,AM,WK,NA,C,NA,MO,
08/07/25,70310,13:25:00,B,13:34:30,U,AM,WK,NA,C,NA,RE,
08/07/25,70311,13:25:00,B,13:34:49,Afwan,AM,WK,NA,C,FO,NA,
08/07/25,70312,13:25:00,B,13:34:53,Rimba,SM,WK,NA,C,MV,NA,
08/07/25,70313,13:25:00,B,13:36:03,U,J,WK,NA,C,FO,MO,
08/07/25,70314,13:25:00,B,13:36:58,Pado,AM,WK,NA,C,NA,RE,
08/07/25,70315,13:25:00,B,13:36:58,U,J,WK,NA,C,FO,SU,
08/07/25,70316,13:25:00,B,13:38:06,Abu,SM,WK,TC,C,FO,NA,
08/07/25,70317,13:25:00,B,13:38:21,U,J,WK,NA,C,NA,MO,
08/07/25,70318,13:25:00,B,13:39:45,U,J,BWK,MST,I,NA,NA,playing in road
08/07/25,70319,13:25:00,B,13:39:45,U,J,BWK,MST,I,NA,NA,playing in road
08/07/25,70320,13:25:00,B,13:40:03,U,AM,WK,NA,C,NA,RE,
08/07/25,70321,13:25:00,B,13:40:10,U,SF,WK,NA,C,NA,MO,
08/07/25,70322,13:25:00,B,13:41:38,Abu,SM,RN,NA,C,NA,MO,fight (responding to)
08/07/25,70323,13:25:00,B,13:41:38,U,J,RN,NA,C,NA,MO,fight
08/07/25,70324,13:25:00,B,13:41:48,U,J,RN,NA,C,NA,MO,fight
08/07/25,70325,13:25:00,B,13:43:36,Korra,AF,BWK,NA,C,NA,MO,
08/07/25,70326,13:25:00,B,13:43:36,Hantu,AM,WK,NA,C,NA,MO,
08/07/25,70401,13:55:00,B,13:55:03,U,J,RN,NA,C,FO,NA,cross w/bottle
08/07/25,70402,13:55:00,B,13:57:42,U,J,WK,MST,I,NA,NA,to pick up bottle
08/07/25,70403,13:55:00,B,13:58:30,Yogi,SF,RN,NA,C,NA,MO,
08/07/25,70404,13:55:00,B,13:59:52,Yogi,SF,RN,NA,I,NA,NA,
08/07/25,70405,13:55:00,B,13:59:55,Dirgha,SM,RN,NA,C,NA,MO,
08/07/25,70406,13:55:00,B,14:01:07,U,SF,WK,TC,C,FO,NA,
08/07/25,70407,13:55:00,B,14:04:14,Caca,AF+I,BWK,NA,C,MV,NA,
08/07/25,70408,13:55:00,B,14:05:00,U,J,RN,NA,C,MV,NA,"car stopped, PO event on roadsife"
08/07/25,70409,13:55:00,B,14:08:25,Misses,SF,RN,"MST, FE",I,NA,NA,food thrown in road
08/07/25,70410,13:55:00,B,14:09:41,U,J,WK,"TC, MST",I,NA,NA,in road over 1 min
08/07/25,70411,13:55:00,B,14:10:24,Caca,AF+I,WK,NA,C,NA,RE,
08/07/25,70412,13:55:00,B,14:10:24,Misses,SF,WK,TC,C,NA,RE,
08/07/25,70413,13:55:00,B,14:11:12,Misses,SF,RN,NA,C,NA,RE,
08/07/25,70414,13:55:00,B,14:12:13,U,J,RN,NA,C,FE,NA,Misses chase J
08/07/25,70415,13:55:00,B,14:12:13,Misses,SF,RN,NA,C,NA,MO,chasing J in 70414
08/07/25,70416,13:55:00,B,14:13:14,Misses,SF,WK,TC,C,NA,MO,
08/07/25,70417,13:55:00,B,14:13:53,U,J,WK,TC,I,NA,NA,
08/07/25,70418,13:55:00,B,14:14:04,Misses,SF,BWK,NA,C,NA,SU,su road
08/07/25,70419,13:55:00,B,14:14:29,U,J,WK,NA,C,NA,SG,
08/07/25,70420,13:55:00,B,14:14:37,Caca,AF+I,BWK,TC,C,NA,MO,
08/07/25,70501,14:25:00,B,14:27:39,U,J,WK,FE,I,NA,NA,PO in road
08/07/25,70502,14:25:00,B,14:28:19,Chimp,AM,WK,NA,C,NA,RE,
08/07/25,70503,14:25:00,B,14:28:21,Korra,AF,BWK,NA,C,NA,SU,
08/07/25,70504,14:25:00,B,14:28:46,Hantu,AM,WK,TC,C,NA,SU,su road
08/07/25,70505,14:25:00,B,14:28:50,U,J,WK,NA,C,NA,RE,
08/07/25,70506,14:25:00,B,14:28:50,Mawar,J,RN,NA,C,NA,SG,
08/07/25,70507,14:25:00,B,14:30:48,Afwan,SM,RN,TC,C,OS,OS,
08/07/25,70508,14:25:00,B,14:30:59,Loko,SF,RN,NA,C,OS,OS,
08/07/25,70509,14:25:00,B,14:38:28,Misses,SF,BWK,NA,C,NA,MO,half of group went uproad around 33:00
08/07/25,70510,14:25:00,B,14:48:50,U,J,WK,"MST, FE",I,NA,NA,
08/07/25,70511,14:25:00,B,14:50:56,U,J,RN,NA,C,NA,MO,
08/07/25,70601,14:55:00,B,14:55:11,Betti,AF,RN,NA,C,FO,NA,
08/07/25,70602,14:55:00,B,14:56:02,Rimba,SM,RN,NA,C,NA,MO,car stop
08/07/25,70603,14:55:00,B,14:56:20,Mokka,AF,WK,TC,C,OS,OS,
08/07/25,70604,14:55:00,B,14:56:57,U,J,WK,NA,C,FO,NA,manipulate plastic
08/07/25,70605,14:55:00,B,14:59:43,Afwan,SM,RN,NA,C,MV,NA,"car stop, PO event"
08/07/25,70606,14:55:00,B,15:00:31,Rusak,AM,WK,NA,C,OS,OS,
08/07/25,70607,14:55:00,B,15:05:22,Toofan,AM,WK,NA,C,NA,"MO, RE",
08/07/25,70608,14:55:00,B,15:14:19,U,J,RN,NA,C,MV,NA,VH stop
08/07/25,70609,14:55:00,B,15:14:30,U,AM,BWK,NA,C,MV,NA,VH stop
08/07/25,70610,14:55:00,B,15:14:36,Hantu,AM,WK,NA,C,MV,NA,VH stop
08/07/25,70611,14:55:00,B,15:14:40,Loko,SF,BWK,NA,C,MV,NA,VH stop
08/08/25,80101,9:00:00,C1,9:09:45,Azzam,SM,WK,TC,C,"PO, FE",MO,PO occured at end of cross
08/08/25,80102,9:00:00,C1,9:09:45,Luna,AF,BWK,TC,C,"PO, FE",MO,
08/08/25,80103,9:00:00,C1,9:15:24,Azzam,SM,"WK, RN",NA,C,NA,MO,started at walk and switched gait to run mid cross
08/08/25,80201,10:45:00,C2,10:51:21,U,AM,RN,NA,C,OS,OS,fighting displacement
08/08/25,80202,10:45:00,C2,10:51:58,U,AM,WK,NA,C,NA,MO,coming back
08/08/25,80203,10:45:00,C2,10:52:34,U,AM,RN,NA,C,NA,MO,fighting displacement
08/08/25,80204,10:45:00,C2,10:52:54,U,AM,WK,NA,C,OS,OS,coming back
08/08/25,80205,10:45:00,C2,10:54:50,Reggie,AM,WK,"MST, PO",C,FE,NA,VH stop
08/08/25,80206,10:45:00,C2,10:55:25,U,AM,WK,"MST, PO, FE",I,NA,NA,"VH stop, PO and FE in road"
08/08/25,80207,10:45:00,C2,10:56:29,Reggie,AM,BWK,TC,C,NA,SU,
08/08/25,80208,10:45:00,C2,10:58:00,U,AF,WK,"MST, FO",C,FE,NA,picked up food in road
08/08/25,80209,10:45:00,C2,10:58:36,U,AF,BWK,TC,C,NA,SU,su road; 11:03 people show up and group retreats slightly
08/08/25,80301,15:00:00,C2,15:03:21,U,AF+I,RN,NA,C,OS,OS,VH stop
08/08/25,80302,15:00:00,C2,15:03:22,U,AF+I,RN,TC,C,OS,OS,VH stop
08/08/25,80303,15:00:00,C2,15:03:45,U,AM,WK,NA,I,NA,NA,
08/08/25,80304,15:00:00,C2,15:04:26,U,J,RN,NA,I,NA,NA,
08/08/25,80305,15:00:00,C2,15:06:00,U,AF,WK,NA,C,NA,MO,
08/08/25,80306,15:00:00,C2,15:06:00,U,J,RN,NA,C,NA,MO,
08/08/25,80307,15:00:00,C2,15:06:03,U,AF+I,WK,NA,C,NA,MO,
08/08/25,80308,15:00:00,C2,15:06:03,U,AF,WK,NA,C,FO,NA,
08/08/25,80309,15:00:00,C2,15:07:28,U,AM,WK,NA,C,NA,SU,
08/08/25,80310,15:00:00,C2,15:07:49,U,AF,WK,TC,C,NA,NA,
08/08/25,80311,15:00:00,C2,15:08:15,U,J,BWK,NA,C,NA,RE,
08/08/25,80312,15:00:00,C2,15:15:20,U,AM,RN,MST,I,NA,NA,attack/lunge at car
08/08/25,80313,15:00:00,C2,15:17:11,U,SM,RN,NA,C,NA,MO,
08/08/25,80314,15:00:00,C2,15:17:16,U,SM,RN,NA,C,NA,SB,
08/08/25,80315,15:00:00,C2,15:18:06,U,AF+I,WK,MST,C,NA,MO,
08/08/25,80316,15:00:00,C2,15:18:51,U,J,WK,"MST, FE",I,NA,NA,"feed on road, run away when VH approaches"
08/08/25,80317,15:00:00,C2,15:19:41,U,J,WK,"MST, FE",I,NA,NA,feed on road
08/08/25,80401,15:30:00,C1,15:30:23,U,AF,WK,"MST, MV",I,NA,NA,VH stop on other side
08/08/25,80402,15:30:00,C1,15:30:23,U,J,WK,"MST, MV",I,NA,NA,
08/08/25,80403,15:30:00,C1,15:30:25,U,J,WK,"MST, MV",I,NA,NA,
08/08/25,80404,15:30:00,C1,15:31:14,U,J,RN,NA,C,NA,RE,
08/08/25,80405,15:30:00,C1,15:31:14,U,AF,WK,TC,C,NA,RE,
08/08/25,80406,15:30:00,C1,15:31:30,U,J,DR,NA,C,NA,PL,
08/08/25,80407,15:30:00,C1,15:31:46,U,AF,RN,NA,C,NA,MO,
08/08/25,80408,15:30:00,C1,15:32:08,U,AF,WK,NA,C,NA,RE,
08/08/25,80409,15:30:00,C1,15:33:25,U,AF+I,BWK,TC,C,NA,SU,
08/08/25,80410,15:30:00,C1,15:33:30,U,AF,WK,TC,C,NA,SU,
08/08/25,80411,15:30:00,C1,15:33:30,Atlas,AM,WK,TC,C,NA,SU,
08/08/25,80412,15:30:00,C1,15:33:50,U,J,RN,NA,C,NA,PL,
08/08/25,80413,15:30:00,C1,15:33:50,U,J,RN,NA,C,NA,PL,
08/08/25,80414,15:30:00,C1,15:34:13,U,AF,WK,NA,C,NA,MO,
08/08/25,80415,15:30:00,C1,15:34:13,U,AF,WK,NA,C,FO,NA,
08/08/25,80416,15:30:00,C1,15:34:37,U,AF,WK,NA,C,FO,NA,
08/08/25,80417,15:30:00,C1,15:34:45,U,AF,WK,NA,C,NA,RE,
08/08/25,80418,15:30:00,C1,15:34:45,U,J,WK,NA,C,FO,NA,
08/08/25,80419,15:30:00,C1,15:35:43,U,J,BWK,TC,C,MV,NA,VH stop
08/08/25,80420,15:30:00,C1,15:36:05,Atlas,AM,WK,TC,C,MV,NA,VH stop
08/08/25,80421,15:30:00,C1,15:36:45,U,J,RN,NA,C,OS,OS,VH stop
08/08/25,80422,15:30:00,C1,15:39:38,U,J,RN,NA,C,NA,MO,
08/08/25,80423,15:30:00,C1,15:41:00,U,AF+I,RN,NA,C,NA,MO,
08/08/25,80424,15:30:00,C1,15:41:00,U,J,RN,NA,C,NA,MO,
08/08/25,80425,15:30:00,C1,15:41:00,U,AF,RN,NA,C,NA,MO,
08/08/25,80426,15:30:00,C1,15:41:43,U,AF+I,BWK,MST,I,NA,NA,VH stop
08/08/25,80427,15:30:00,C1,15:41:43,U,J,BWK,MST,I,NA,NA,VH stop
08/08/25,80428,15:30:00,C1,15:41:58,U,J,RN,NA,C,MV,NA,VH stop
08/08/25,80429,15:30:00,C1,15:41:58,U,J,RN,NA,C,MV,NA,VH stop
08/08/25,80430,15:30:00,C1,15:41:58,U,AF+I,RN,NA,C,MV,NA,VH stop
08/08/25,80431,15:30:00,C1,15:42:56,U,AF+I,WK,TC,C,NA,RE,
08/08/25,80432,15:30:00,C1,15:44:06,Atlas,AM,RN,NA,C,NA,SU,other group seen
08/08/25,80433,15:30:00,C1,15:44:06,U,J,DR,NA,C,NA,MO,
08/08/25,80434,15:30:00,C1,15:44:20,Atlas,AM,RN,NA,C,OS,OS,
08/08/25,80435,15:30:00,C1,15:44:22,U,J,RN,NA,C,NA,RE,
08/08/25,80436,15:30:00,C1,15:55:58,U,AF,RN,NA,C,NA,SU,
08/08/25,80437,15:30:00,C1,15:45:00,Atlas,AM,RN,NA,C,NA,MO,chase
08/08/25,80438,15:30:00,C1,15:45:00,U,AF,WK,NA,C,NA,SU,su road
08/08/25,80439,15:30:00,C1,15:46:59,U,AF+I,RN,NA,C,OS,OS,
08/09/25,90101,9:00:00,B,9:00:03,Rusak,AM,WK,TC,C,NA,SG,
